지점,일시,평균,최고,최저
95,1989-01-01,-2.2,8.2,-15.9
95,1989-02-01,-0.3,12.3,-15
95,1989-03-01,4.3,16,-9.5
95,1989-04-01,12.4,29.7,-2.6
95,1989-05-01,17.3,30.6,2.6
95,1989-06-01,20.4,32.2,8.9
95,1989-07-01,23.7,32.4,14.2
95,1989-08-01,24.1,34.6,13.5
95,1989-09-01,18.5,29.5,5.9
95,1989-10-01,10.4,22.8,-3.1
95,1989-11-01,4.5,16.4,-9.4
95,1989-12-01,-1.2,12.3,-14.4
95,1990-01-01,-6.5,6.2,-25.8
95,1990-02-01,-0.4,10.4,-14
95,1990-03-01,4.9,17.6,-6.8
95,1990-04-01,9.3,27,-2.8
95,1990-05-01,15.1,25.3,4
95,1990-06-01,19.8,28.7,12.3
95,1990-07-01,23.6,32.6,14.6
95,1990-08-01,24.7,34.1,16.8
95,1990-09-01,18.6,29.9,6
95,1990-10-01,11.5,26.1,0.1
95,1990-11-01,7.2,19.8,-7.1
95,1990-12-01,-2.6,12,-22.2
95,1991-01-01,-7.1,7.1,-21.6
95,1991-02-01,-3.6,8.4,-18.5
95,1991-03-01,2.6,19.5,-8.9
95,1991-04-01,10.6,24.5,-8.2
95,1991-05-01,16,30.2,0.9
95,1991-06-01,21.6,30.3,13
95,1991-07-01,23.5,31,16.6
95,1991-08-01,23.4,32.8,8.8
95,1991-09-01,18.6,29.9,4.4
95,1991-10-01,10.6,25.4,-2.5
95,1991-11-01,3.1,17.5,-9.4
95,1991-12-01,-1,11.5,-21
95,1992-01-01,-5.3,4.4,-19.4
95,1992-02-01,-3,16,-17.6
95,1992-03-01,4.5,19.8,-7
95,1992-04-01,9.8,23.8,-1.6
95,1992-05-01,15.3,29.2,3
95,1992-06-01,19.4,30.2,7.9
95,1992-07-01,23.7,32.4,16.1
95,1992-08-01,23,33,16.7
95,1992-09-01,18.2,29.9,3.9
95,1992-10-01,10.7,24.7,-2.1
95,1992-11-01,3,16.3,-12.5
95,1992-12-01,-1.8,13,-15
95,1993-01-01,-5.4,7.7,-18.3
95,1993-02-01,-1.9,12.2,-13.8
95,1993-03-01,3.2,17.8,-12.1
95,1993-04-01,8.9,25.3,-3.7
95,1993-05-01,16.7,30.6,5.8
95,1993-06-01,20.6,29.3,10.6
95,1993-07-01,21.8,30.6,11.3
95,1993-08-01,21.6,29.8,11.4
95,1993-09-01,18,28.9,3.9
95,1993-10-01,9.5,24.9,-3.6
95,1993-11-01,6.2,19.6,-13.8
95,1993-12-01,-3.1,8.2,-15.4
95,1994-01-01,-4.2,8.5,-18.7
95,1994-02-01,-2.8,10.5,-21.5
95,1994-03-01,1.8,18.5,-11
95,1994-04-01,12.4,27.7,-0.7
95,1994-05-01,15.7,26,2.7
95,1994-06-01,20.8,33.1,9.2
95,1994-07-01,26.3,35.4,21
95,1994-08-01,25,34.4,13.8
95,1994-09-01,17.7,29.4,5.6
95,1994-10-01,12,23.2,-3.6
95,1994-11-01,5.8,19.2,-8.6
95,1994-12-01,-2.2,11.1,-17
95,1995-01-01,-5.9,8.6,-19.3
95,1995-02-01,-3.2,9.8,-17.8
95,1995-03-01,3,16.5,-8.5
95,1995-04-01,9,26.6,-4.9
95,1995-05-01,15.1,26.7,0.9
95,1995-06-01,19.6,30.3,7.9
95,1995-07-01,22.9,32.6,15.6
95,1995-08-01,24.3,32.1,16.7
95,1995-09-01,17,27.9,5.2
95,1995-10-01,11.9,25,-0.3
95,1995-11-01,2.6,17.1,-8.7
95,1995-12-01,-4.9,6.4,-17.8
95,1996-01-01,-6.2,8.4,-18.5
95,1996-02-01,-4.8,12.8,-19.1
95,1996-03-01,2.2,17.3,-10.1
95,1996-04-01,7.9,24.6,-6
95,1996-05-01,16.4,31,4.7
95,1996-06-01,20.9,30.7,13.2
95,1996-07-01,22.6,32.2,14.4
95,1996-08-01,23.5,33.5,12.3
95,1996-09-01,18.8,29.7,5
95,1996-10-01,10.8,22.7,-6
95,1996-11-01,2.7,18.6,-10.2
95,1996-12-01,-2.6,11.5,-14.8
95,1997-01-01,-7.9,6,-20.2
95,1997-02-01,-3.2,13.7,-15.4
95,1997-03-01,3.8,19.2,-8.4
95,1997-04-01,10.7,22.1,-2.6
95,1997-05-01,14.9,26.9,2.8
95,1997-06-01,21.4,34,10.1
95,1997-07-01,24.8,34.6,15.9
95,1997-08-01,24.6,32.6,16.4
95,1997-09-01,17,30.1,4
95,1997-10-01,9.9,24.3,-6.3
95,1997-11-01,5,18.3,-9
95,1997-12-01,-1.5,10.1,-16.3
95,1998-01-01,-4.5,5.3,-19.3
95,1998-02-01,-0.4,14.2,-14.4
95,1998-03-01,5,19,-6.6
95,1998-04-01,13.8,26.4,-2.5
95,1998-05-01,17.2,29.7,6.3
95,1998-06-01,20.5,30.5,9.9
95,1998-07-01,23.1,31.6,16.7
95,1998-08-01,23.4,30.2,15.1
95,1998-09-01,20.4,33.7,9.5
95,1998-10-01,14.2,25.8,-1
95,1998-11-01,4.4,19.2,-11.3
95,1998-12-01,-1,11,-14.2
95,1999-01-01,-4.2,10.3,-16.8
95,1999-02-01,-2.1,8.9,-16.6
95,1999-03-01,3.4,16.4,-8.2
95,1999-04-01,11.4,28.4,-3.8
95,1999-05-01,16,27.2,6.3
95,1999-06-01,21.2,32.9,12.3
95,1999-07-01,24.1,32.8,14.2
95,1999-08-01,24,33.9,16.7
95,1999-09-01,20.8,31.5,6.8
95,1999-10-01,11.3,23,-3.2
95,1999-11-01,4.3,17.4,-10.2
95,1999-12-01,-3.3,10.5,-17.5
95,2000-01-01,-5.2,7.9,-18.5
95,2000-02-01,-4.7,5.9,-18.1
95,2000-03-01,3.8,18.2,-9.6
95,2000-04-01,9.7,23.3,-3.8
95,2000-05-01,15.9,29.6,3.9
95,2000-06-01,21.9,32.7,9.4
95,2000-07-01,25,33.6,17.7
95,2000-08-01,24.2,33.3,18
95,2000-09-01,18.5,31.2,5.2
95,2000-10-01,11.6,26.1,-3.6
95,2000-11-01,3.4,21,-9.7
95,2000-12-01,-2.3,11.6,-18.2
95,2001-01-01,-8.5,5.3,-29.2
95,2001-02-01,-3.5,11.5,-21.4
95,2001-03-01,2.5,20.6,-9.2
95,2001-04-01,11.4,27.3,-5.5
95,2001-05-01,17.8,31.4,4.5
95,2001-06-01,21.1,32.3,11.4
95,2001-07-01,24.2,32.7,16.8
95,2001-08-01,23.8,33.1,13.7
95,2001-09-01,19,30.7,3.5
95,2001-10-01,13.2,24.6,0.8
95,2001-11-01,3.3,15.7,-9.4
95,2001-12-01,-4.6,9.9,-16.1
95,2002-01-01,-3.9,10.1,-24.4
95,2002-02-01,-0.3,12.9,-12
95,2002-03-01,5.6,19.4,-8.4
95,2002-04-01,11.8,27.6,-1.6
95,2002-05-01,16.6,26.4,5.2
95,2002-06-01,20.3,31.4,8.6
95,2002-07-01,23.1,34.4,15.9
95,2002-08-01,22.4,30.1,15.3
95,2002-09-01,18.1,29.2,6
95,2002-10-01,9.5,23.6,-5.5
95,2002-11-01,0.7,16.1,-11.6
95,2002-12-01,-2.8,14.5,-19.2
95,2003-01-01,-7.1,6.1,-24.6
95,2003-02-01,-0.8,9.4,-16.4
95,2003-03-01,3.9,20.3,-9.6
95,2003-04-01,10.6,23.3,-0.4
95,2003-05-01,17,28.9,3.4
95,2003-06-01,20,29.3,11.4
95,2003-07-01,22.2,30.2,14.9
95,2003-08-01,22.1,30.4,14.6
95,2003-09-01,18.2,26.2,6.5
95,2003-10-01,10.3,25.1,-2.6
95,2003-11-01,6,19.8,-8.1
95,2003-12-01,-2.7,8.1,-14.6
95,2004-01-01,-5.8,6.3,-20.4
95,2004-02-01,-0.6,17.5,-16.2
95,2004-03-01,3.7,18.7,-11.2
95,2004-04-01,10.7,27.7,-3.1
95,2004-05-01,15.8,25.2,2.7
95,2004-06-01,21,31.3,9.3
95,2004-07-01,22.8,32.6,16.6
95,2004-08-01,22.9,33.4,13.5
95,2004-09-01,18.8,28.9,8.4
95,2004-10-01,11.1,25.7,-2
95,2004-11-01,5.4,20.2,-5.1
95,2004-12-01,-2.1,13.9,-16.5
95,2005-01-01,-6.2,7.2,-17.7
95,2005-02-01,-5.4,10,-18.1
95,2005-03-01,1.8,16.7,-11.9
95,2005-04-01,10.9,26.7,-2.8
95,2005-05-01,15.4,29,2.6
95,2005-06-01,21.3,30.9,9.5
95,2005-07-01,23.5,33.8,15.9
95,2005-08-01,23,33.1,13
95,2005-09-01,19.3,29.7,10.6
95,2005-10-01,11.3,23.4,-3
95,2005-11-01,4.5,21.7,-8.5
95,2005-12-01,-7.5,5.5,-20.1
95,2006-01-01,-4,7.6,-19.3
95,2006-02-01,-2.2,11.5,-18.3
95,2006-03-01,2.5,15.9,-10.8
95,2006-04-01,9.4,21.6,-0.1
95,2006-05-01,16.5,28.4,3.3
95,2006-06-01,20.2,31.5,12
95,2006-07-01,22.1,29.9,16.3
95,2006-08-01,25.1,33.9,17.9
95,2006-09-01,18.1,29.4,5.8
95,2006-10-01,14.7,27.2,0.8
95,2006-11-01,5.4,19.6,-5.7
95,2006-12-01,-2.5,12.1,-17.3
95,2007-01-01,-3.6,8.6,-16.9
95,2007-02-01,0.5,15.2,-15.6
95,2007-03-01,3.9,16.4,-11.2
95,2007-04-01,9.6,23.3,-3.2
95,2007-05-01,16.6,28.8,4.8
95,2007-06-01,21.8,33.9,9.6
95,2007-07-01,22.7,30.3,16.2
95,2007-08-01,24.6,32.1,14.8
95,2007-09-01,19.9,30.7,10.3
95,2007-10-01,12.2,26.6,-2
95,2007-11-01,3,19.1,-10.6
95,2007-12-01,-2.4,12,-13.1
95,2008-01-01,-5.4,5.5,-19.1
95,2008-02-01,-4.7,9.3,-18.7
95,2008-03-01,4.5,19.1,-7.3
95,2008-04-01,11.9,28.4,-2.2
95,2008-05-01,16.1,28.9,4.2
95,2008-06-01,20,30.1,9
95,2008-07-01,24.1,33.3,18.7
95,2008-08-01,23.6,35.1,12.7
95,2008-09-01,19.1,30.7,4.4
95,2008-10-01,13.2,28.2,-1.1
95,2008-11-01,4.3,18.8,-11.3
95,2008-12-01,-1.7,12.1,-15.5
95,2009-01-01,-5.7,9.9,-19
95,2009-02-01,0.5,15.3,-13.6
95,2009-03-01,4,21.9,-7.7
95,2009-04-01,10.4,27.4,-3.8
95,2009-05-01,17.3,30.5,4.4
95,2009-06-01,20.5,30.3,10
95,2009-07-01,22.8,31.2,14.9
95,2009-08-01,23.5,33.2,11.8
95,2009-09-01,18.7,28.7,8.8
95,2009-10-01,12.5,25.8,-0.6
95,2009-11-01,4.3,20,-10.1
95,2009-12-01,-3.9,9.2,-19.8
95,2010-01-01,-8.2,7,-26.8
95,2010-02-01,-1.4,17.2,-15.8
95,2010-03-01,2.5,14.2,-7
95,2010-04-01,7.8,21.4,-4.1
95,2010-05-01,16.2,28.6,1
95,2010-06-01,22.1,32.8,6.1
95,2010-07-01,24.8,32.1,18.2
95,2010-08-01,25.3,32.9,17.7
95,2010-09-01,19.8,31.1,4.2
95,2010-10-01,11.9,24.1,-5.2
95,2010-11-01,3.5,16.7,-8.8
95,2010-12-01,-3.6,12.9,-19.5
95,2011-01-01,-11.5,3.6,-24.3
95,2011-02-01,-1.6,13.3,-14.5
95,2011-03-01,2.1,18.1,-10.3
95,2011-04-01,9.1,20.6,-2.7
95,2011-05-01,16.7,30,5.3
95,2011-06-01,21.3,33.2,12.3
95,2011-07-01,24,32.3,17
95,2011-08-01,24.4,34.3,15
95,2011-09-01,18.8,30.1,5.6
95,2011-10-01,10.9,21.9,-3.1
95,2011-11-01,7.7,24,-8.8
95,2011-12-01,-4.1,6.8,-17.3
95,2012-01-01,-6.6,7.1,-18.8
95,2012-02-01,-5.4,11.2,-24.6
95,2012-03-01,2.8,17.5,-9.8
95,2012-04-01,10.5,29.8,-5
95,2012-05-01,17.5,29.6,5.6
95,2012-06-01,22.2,33,13
95,2012-07-01,23.8,31.8,17
95,2012-08-01,24.8,34.3,16.4
95,2012-09-01,18.3,28.6,6.7
95,2012-10-01,12.1,25.4,-1.2
95,2012-11-01,2.9,15.4,-8.8
95,2012-12-01,-7.5,5.9,-21.7
95,2013-01-01,-8.1,9.6,-25.8
95,2013-02-01,-3.9,10.5,-21.8
95,2013-03-01,3,22.4,-8
95,2013-04-01,8.1,20.4,-3.4
95,2013-05-01,16.9,30.5,5.1
95,2013-06-01,22.8,32.7,12.7
95,2013-07-01,24.6,31,19.8
95,2013-08-01,25.8,32.5,16.7
95,2013-09-01,19.1,29.9,5.2
95,2013-10-01,12.4,28.1,-1.4
95,2013-11-01,3.1,20,-13.6
95,2013-12-01,-3.8,9.1,-16.8
95,2014-01-01,-3.4,6.7,-16
95,2014-02-01,-1,15.8,-13.3
95,2014-03-01,5.6,22.2,-10.4
95,2014-04-01,12.3,25.3,-5.6
95,2014-05-01,17.4,32.2,1.7
95,2014-06-01,21.5,31.1,13.9
95,2014-07-01,24.5,32.6,16.2
95,2014-08-01,23.1,35.3,15
95,2014-09-01,19.3,30.1,8.8
95,2014-10-01,12.4,29,-2.4
95,2014-11-01,5.6,21.2,-7.5
95,2014-12-01,-5.9,7.1,-20.3
95,2015-01-01,-4,8.1,-16.3
95,2015-02-01,-1.3,11.9,-18.1
95,2015-03-01,4,21.2,-9.8
95,2015-04-01,11.3,28.9,-2.8
95,2015-05-01,17.6,31.3,3
95,2015-06-01,21.6,33,10.6
95,2015-07-01,23.8,35.6,13.3
95,2015-08-01,24.1,33.3,13.9
95,2015-09-01,18.9,28.8,8.1
95,2015-10-01,12.3,25.7,-4.9
95,2015-11-01,6.6,18.1,-8
95,2015-12-01,-1.2,10,-15.2
95,2016-01-01,-6,8.2,-20.6
95,2016-02-01,-2.2,14.6,-17
95,2016-03-01,4.7,21.4,-13.4
95,2016-04-01,12.6,25.6,-1.1
95,2016-05-01,17.7,30.8,5.1
95,2016-06-01,22.1,30.9,12
95,2016-07-01,24.1,33.5,16.4
95,2016-08-01,25.3,34.3,10.6
95,2016-09-01,20.2,29.7,6.1
95,2016-10-01,13.4,27.3,-4
95,2016-11-01,4.3,18.6,-10.6
95,2016-12-01,-1.4,11.8,-18.7
95,2017-01-01,-4.4,9.9,-18.2
95,2017-02-01,-2.6,10.6,-16.6
95,2017-03-01,3.5,17.4,-9.4
95,2017-04-01,12.1,26.6,-2.4
95,2017-05-01,17.7,28.9,5.9
95,2017-06-01,21.3,32,8.7
95,2017-07-01,25.5,33.6,18.1
95,2017-08-01,23.6,33.8,11.7
95,2017-09-01,18.8,28.9,3.9
95,2017-10-01,12.8,26.8,-4.8
95,2017-11-01,2.7,18.2,-11.5
95,2017-12-01,-4.9,8.5,-18.8
95,2018-01-01,-7.3,7.7,-25.2
95,2018-02-01,-4.4,9.8,-21.1
95,2018-03-01,6.2,21.9,-10.8
95,2018-04-01,11.2,27.1,-3.5
95,2018-05-01,16.8,29.5,5.7
95,2018-06-01,21.7,32.3,12
95,2018-07-01,25.4,36,14.7
95,2018-08-01,26.3,38.4,15.4
95,2018-09-01,18.8,29.4,5.9
95,2018-10-01,9.9,24.6,-3.3
95,2018-11-01,4.5,18.6,-8.4
95,2018-12-01,-4,11.4,-18.6
95,2019-01-01,-4.9,7.6,-17.1
95,2019-02-01,-1.7,13.2,-15.2
95,2019-03-01,4.5,17.1,-7.9
95,2019-04-01,9.9,27.6,-5.8
95,2019-05-01,17.8,32.5,2.8
95,2019-06-01,20.9,32.1,10.3
95,2019-07-01,,34.5,16.1
98,1998-01-01,-3.5,6.9,-17.8
98,1998-02-01,1.1,15.7,-13.1
98,1998-03-01,5.6,19.4,-5.8
98,1998-04-01,14.4,27.1,-2.4
98,1998-05-01,17.6,31.9,6.5
98,1998-06-01,20.9,32.1,10.4
98,1998-07-01,23.9,31.6,18.6
98,1998-08-01,24.1,30.8,15.9
98,1998-09-01,21.2,33.2,10.5
98,1998-10-01,15,26.4,0.2
98,1998-11-01,5.5,20.7,-9.6
98,1998-12-01,-0.2,12.2,-12
98,1999-01-01,-2.9,11.7,-14.6
98,1999-02-01,-1,9.5,-14.5
98,1999-03-01,4.7,17.6,-7
98,1999-04-01,12.3,29.6,-2.1
98,1999-05-01,16.3,28.3,6.5
98,1999-06-01,21.8,33.4,13.5
98,1999-07-01,24.9,33.5,15.3
98,1999-08-01,24.9,35.4,18
98,1999-09-01,21.7,32.2,9
98,1999-10-01,12.2,23.7,-2.1
98,1999-11-01,5.5,18.3,-7.4
98,1999-12-01,-1.9,11.4,-15.3
98,2000-01-01,-3.3,10.3,-14.9
98,2000-02-01,-3.1,8,-15.2
98,2000-03-01,4.9,18.6,-9
98,2000-04-01,10.5,22.1,-1.9
98,2000-05-01,16.3,30.4,5.7
98,2000-06-01,22.4,33.7,12.5
98,2000-07-01,25.4,33.9,18.3
98,2000-08-01,24.8,34.5,18.4
98,2000-09-01,19.1,32.1,7
98,2000-10-01,12.3,27.3,-2.6
98,2000-11-01,4.1,20.7,-8.7
98,2000-12-01,-1.7,12.4,-17.2
98,2001-01-01,-7.1,8.3,-26.2
98,2001-02-01,-2.7,11.7,-17.8
98,2001-03-01,3,20.8,-8.9
98,2001-04-01,11.8,28.7,-4.7
98,2001-05-01,18,33.1,5.8
98,2001-06-01,21.5,35.1,11.6
98,2001-07-01,24.8,33.7,17.4
98,2001-08-01,25.3,35.5,15.6
98,2001-09-01,20.3,32.4,4.4
98,2001-10-01,14,25.6,2.1
98,2001-11-01,4.4,17.2,-8.7
98,2001-12-01,-3.2,11.1,-13.8
98,2002-01-01,-2.5,11.7,-20.4
98,2002-02-01,0.6,14.2,-10.7
98,2002-03-01,6.3,20.1,-7
98,2002-04-01,12.7,30.3,-0.2
98,2002-05-01,17.1,28.5,6.5
98,2002-06-01,20.9,32.6,9.8
98,2002-07-01,24,35.6,17.7
98,2002-08-01,23.2,31.9,15.3
98,2002-09-01,19.6,30.8,8.2
98,2002-10-01,10.7,25.1,-4.7
98,2002-11-01,1.9,17.1,-10.1
98,2002-12-01,-0.9,16,-14.1
98,2003-01-01,-5,7.8,-19.7
98,2003-02-01,0.5,11.4,-12.8
98,2003-03-01,4.8,21.7,-8
98,2003-04-01,11.8,26.2,0.3
98,2003-05-01,18.4,31.4,4.7
98,2003-06-01,20.9,31.7,12
98,2003-07-01,23.5,32.3,16.2
98,2003-08-01,23.5,33,15.6
98,2003-09-01,19.3,28.8,8.2
98,2003-10-01,11.1,26,-2
98,2003-11-01,6.7,20.9,-7.6
98,2003-12-01,-2,9.5,-12.3
98,2004-01-01,-4.7,7.6,-19.6
98,2004-02-01,0,19.5,-13.9
98,2004-03-01,4.2,19.9,-10.6
98,2004-04-01,11.2,28.6,-2.5
98,2004-05-01,15.9,26.5,3.4
98,2004-06-01,21.3,32.4,10.2
98,2004-07-01,23.1,34,17
98,2004-08-01,24.3,35.6,15.4
98,2004-09-01,20.1,31.2,9.9
98,2004-10-01,12.6,26.8,-0.4
98,2004-11-01,6.7,22.3,-4.7
98,2004-12-01,-0.6,16.3,-14.2
98,2005-01-01,-4.9,9,-15.9
98,2005-02-01,-3.9,11.3,-15.6
98,2005-03-01,2.8,19,-9.5
98,2005-04-01,11.9,30.8,-1.4
98,2005-05-01,16,30.7,2.6
98,2005-06-01,21.6,32.9,10.3
98,2005-07-01,24.3,34.5,16.1
98,2005-08-01,24,34.8,14
98,2005-09-01,20.3,31.9,12
98,2005-10-01,12.3,25,-2.1
98,2005-11-01,5.9,23.6,-6.6
98,2005-12-01,-6.2,9.4,-18
98,2006-01-01,-2.6,10.4,-16.4
98,2006-02-01,-1.5,12.9,-17.5
98,2006-03-01,3.7,19.4,-10.3
98,2006-04-01,10.5,23.8,1.2
98,2006-05-01,17,29.3,5.9
98,2006-06-01,20.3,32.4,11.9
98,2006-07-01,22.3,30.1,16.6
98,2006-08-01,25.5,34.8,18.9
98,2006-09-01,18.7,29.4,6.8
98,2006-10-01,15.5,27.8,2.3
98,2006-11-01,6.3,21.1,-4.5
98,2006-12-01,-1,13.7,-15.8
98,2007-01-01,-2.2,10.6,-13.8
98,2007-02-01,1.8,16.7,-13.6
98,2007-03-01,4.6,17.6,-10.7
98,2007-04-01,10.2,24.1,-2.4
98,2007-05-01,16.7,30.1,5.4
98,2007-06-01,21.6,34.3,10.2
98,2007-07-01,22.8,30.8,16.2
98,2007-08-01,24.8,31.8,15.8
98,2007-09-01,20.1,30.3,10.6
98,2007-10-01,13.2,26.1,0
98,2007-11-01,5,21.8,-9.3
98,2007-12-01,-0.4,15.1,-9.7
98,2008-01-01,-3.5,7,-15.2
98,2008-02-01,-2.5,11.5,-13.9
98,2008-03-01,6.2,21.6,-5.7
98,2008-04-01,13.3,30.3,-0.5
98,2008-05-01,16.8,30.7,4.8
98,2008-06-01,20.8,31.1,11.2
98,2008-07-01,24.5,34,18.8
98,2008-08-01,24.5,35.2,14.7
98,2008-09-01,20.2,31.8,6
98,2008-10-01,14.4,28.1,1.7
98,2008-11-01,5.9,20.1,-8.8
98,2008-12-01,0,14,-14.1
98,2009-01-01,-3.5,12.6,-15
98,2009-02-01,2.1,16.3,-11.2
98,2009-03-01,5.4,23.8,-5.9
98,2009-04-01,11.6,28.4,-1.2
98,2009-05-01,18.3,32.1,6.8
98,2009-06-01,21.3,31.9,11.7
98,2009-07-01,23.3,32.1,16.5
98,2009-08-01,24.4,34.1,13.6
98,2009-09-01,19.8,29.3,10.6
98,2009-10-01,13.9,27.1,2
98,2009-11-01,5.7,22,-7.8
98,2009-12-01,-2.1,10.5,-15
98,2010-01-01,-5.5,9.2,-19.5
98,2010-02-01,0.5,19.8,-12.7
98,2010-03-01,3.9,16.5,-4.5
98,2010-04-01,8.8,23.5,-1.7
98,2010-05-01,16.3,29.8,3
98,2010-06-01,22.1,32.7,8
98,2010-07-01,24.8,31.7,19
98,2010-08-01,25.2,33,17.6
98,2010-09-01,20.2,31,5
98,2010-10-01,12.6,24.6,-3.8
98,2010-11-01,4.8,18.6,-7.4
98,2010-12-01,-2.5,12.9,-16
98,2011-01-01,-8.8,2.1,-19.1
98,2011-02-01,-0.1,14.2,-12.3
98,2011-03-01,3.1,18.4,-7.9
98,2011-04-01,9.9,21,-0.2
98,2011-05-01,16.8,32.9,6.6
98,2011-06-01,21.2,35.2,12.5
98,2011-07-01,23.8,33.2,18
98,2011-08-01,24.3,33.3,15.2
98,2011-09-01,19.6,32.1,7.1
98,2011-10-01,12.1,23.3,-1
98,2011-11-01,9.1,26.2,-6.9
98,2011-12-01,-2.5,9.2,-13.9
98,2012-01-01,-4.5,8.7,-15.6
98,2012-02-01,-3.4,12.5,-19.7
98,2012-03-01,4.1,18,-7.3
98,2012-04-01,11.6,31,-2.7
98,2012-05-01,18.2,30.5,7
98,2012-06-01,22.9,34.1,13
98,2012-07-01,24.8,33.5,17.3
98,2012-08-01,26.1,36.4,17.1
98,2012-09-01,19.7,31.6,8.4
98,2012-10-01,13.7,26.6,0.5
98,2012-11-01,4.6,18.1,-6.5
98,2012-12-01,-5.3,7.9,-16.9
98,2013-01-01,-5,13.9,-20.7
98,2013-02-01,-2,13.2,-17.1
98,2013-03-01,4.7,24.7,-6.2
98,2013-04-01,9.6,23.1,-1.1
98,2013-05-01,17.9,32.8,6.1
98,2013-06-01,23.6,34.3,13.5
98,2013-07-01,24.7,31.3,20.4
98,2013-08-01,26.5,33.5,18.7
98,2013-09-01,20.2,30.3,7.1
98,2013-10-01,13.9,28.5,2
98,2013-11-01,4.6,21.1,-9.1
98,2013-12-01,-2.1,11.2,-13.8
98,2014-01-01,-2.1,7.8,-13.6
98,2014-02-01,0.6,17.5,-11.1
98,2014-03-01,7.1,23.9,-7.2
98,2014-04-01,13.2,27.3,-0.8
98,2014-05-01,17.9,33.4,4.2
98,2014-06-01,22.2,33.3,14.6
98,2014-07-01,25,34,17.8
98,2014-08-01,23.8,36.3,16.6
98,2014-09-01,20.5,31.1,11.4
98,2014-10-01,13.9,29.7,-0.9
98,2014-11-01,7.3,22.7,-4.2
98,2014-12-01,-4.2,7,-15.6
98,2015-01-01,-2.3,9.7,-13
98,2015-02-01,0.1,14.3,-14.3
98,2015-03-01,5.5,23.2,-7.7
98,2015-04-01,12.7,30,0
98,2015-05-01,18.3,33.1,5.4
98,2015-06-01,22.7,34.5,11.8
98,2015-07-01,24.6,35.7,15.8
98,2015-08-01,24.8,34.4,15.7
98,2015-09-01,20.4,29.9,10.7
98,2015-10-01,13.9,27.2,-2
98,2015-11-01,8,21.1,-8.1
98,2015-12-01,0.5,13.9,-12.8
98,2016-01-01,-4.1,10.1,-19.3
98,2016-02-01,-0.4,16.5,-13.2
98,2016-03-01,6.5,24,-10.2
98,2016-04-01,13.8,30.9,2.8
98,2016-05-01,18.5,32.2,7.7
98,2016-06-01,22.7,32.6,13.5
98,2016-07-01,25.1,34.9,17.6
98,2016-08-01,26.5,35.7,12.1
98,2016-09-01,21.6,30.9,10
98,2016-10-01,14.6,28.5,-1.8
98,2016-11-01,6.1,20,-8.7
98,2016-12-01,0.6,14.6,-12
98,2017-01-01,-2.5,13.6,-14.9
98,2017-02-01,-0.8,12.4,-11.8
98,2017-03-01,5.6,21,-7.3
98,2017-04-01,13.2,28.3,0.5
98,2017-05-01,18.4,30.9,6.9
98,2017-06-01,22.2,35.5,10.6
98,2017-07-01,26,34.5,20.2
98,2017-08-01,24.5,35.9,13.6
98,2017-09-01,20.1,30.4,6.8
98,2017-10-01,14.1,27.8,-0.9
98,2017-11-01,4.2,19.5,-9.2
98,2017-12-01,-3.3,9.7,-16.6
98,2018-01-01,-5.4,9.8,-20.4
98,2018-02-01,-2.6,11.7,-16.9
98,2018-03-01,7.4,23.8,-8.4
98,2018-04-01,12.4,28.7,-1.6
98,2018-05-01,17.4,30.4,5.3
98,2018-06-01,22.1,32.2,13.6
98,2018-07-01,26.3,36.2,16
98,2018-08-01,27.2,38.7,17.2
98,2018-09-01,19.8,31.5,7.5
98,2018-10-01,11.4,25.6,-1.4
98,2018-11-01,6.4,20.8,-5.7
98,2018-12-01,-2,12.6,-15.5
98,2019-01-01,-2.4,9.8,-13
98,2019-02-01,-0.3,14.4,-11.3
98,2019-03-01,5.7,18.5,-5.2
98,2019-04-01,11,28.4,-3.6
98,2019-05-01,18.3,32.8,4.5
98,2019-06-01,21.1,31.8,11.6
98,2019-07-01,,35.8,17.2
99,2002-01-01,-2.3,10.7,-21.8
99,2002-02-01,0.2,11.8,-11.7
99,2002-03-01,5.8,18.4,-7.2
99,2002-04-01,11.9,27.2,-0.5
99,2002-05-01,16.7,27.8,6.3
99,2002-06-01,20.6,32,10.5
99,2002-07-01,24,35,17.6
99,2002-08-01,23.3,31.8,16.2
99,2002-09-01,19.4,30.4,8.4
99,2002-10-01,10.2,24.8,-5.5
99,2002-11-01,1.4,16.9,-10
99,2002-12-01,-1.3,15.9,-14.7
99,2003-01-01,-5.8,8.3,-21.6
99,2003-02-01,-0.1,10.5,-13.5
99,2003-03-01,4.3,20.9,-8.7
99,2003-04-01,11.2,24.6,-0.5
99,2003-05-01,17.8,31.6,3.5
99,2003-06-01,20.5,31.5,10.8
99,2003-07-01,23.4,31.6,16.4
99,2003-08-01,23.2,32.4,15.3
99,2003-09-01,19.6,28.7,8.9
99,2003-10-01,11.3,26.2,-2.2
99,2003-11-01,6.9,20,-7.9
99,2003-12-01,-2.1,8.7,-13.7
99,2004-01-01,-5,7,-19.8
99,2004-02-01,-0.2,17.4,-15.4
99,2004-03-01,3.8,18.4,-10.1
99,2004-04-01,10.7,27.4,-3.8
99,2004-05-01,16.2,27.4,2.7
99,2004-06-01,21.7,33.6,10.3
99,2004-07-01,23.6,34.4,18
99,2004-08-01,24.3,34.6,14.8
99,2004-09-01,19.8,29.7,10.5
99,2004-10-01,12.2,26.7,-0.8
